firstName,lastName,Team,Position,college,Age,overallRating,birthdate,height,weight,handedness,Jersey Number,yearsPro,X-Factor,Superstar 1,Superstar 2,Superstar 3,Superstar 4,Superstar 5,Archetype,Position Type,stats/acceleration/value,stats/acceleration/diff,stats/agility/value,stats/agility/diff,stats/jumping/value,stats/jumping/diff,stats/stamina/value,stats/stamina/diff,stats/strength/value,stats/strength/diff,stats/awareness/value,stats/awareness/diff,stats/bCVision/value,stats/bCVision/diff,stats/blockShedding/value,stats/blockShedding/diff,stats/breakSack/value,stats/breakSack/diff,stats/breakTackle/value,stats/breakTackle/diff,stats/carrying/value,stats/carrying/diff,stats/catchInTraffic/value,stats/catchInTraffic/diff,stats/catching/value,stats/catching/diff,stats/changeOfDirection/value,stats/changeOfDirection/diff,stats/deepRouteRunning/value,stats/deepRouteRunning/diff,stats/finesseMoves/value,stats/finesseMoves/diff,stats/hitPower/value,stats/hitPower/diff,stats/impactBlocking/value,stats/impactBlocking/diff,stats/injury/value,stats/injury/diff,stats/jukeMove/value,stats/jukeMove/diff,stats/kickAccuracy/value,stats/kickAccuracy/diff,stats/kickPower/value,stats/kickPower/diff,stats/kickReturn/value,stats/kickReturn/diff,stats/leadBlock/value,stats/leadBlock/diff,stats/manCoverage/value,stats/manCoverage/diff,stats/mediumRouteRunning/value,stats/mediumRouteRunning/diff,stats/overall/value,stats/overall/diff,stats/passBlock/value,stats/passBlock/diff,stats/passBlockFinesse/value,stats/passBlockFinesse/diff,stats/passBlockPower/value,stats/passBlockPower/diff,stats/playAction/value,stats/playAction/diff,stats/playRecognition/value,stats/playRecognition/diff,stats/powerMoves/value,stats/powerMoves/diff,stats/press/value,stats/press/diff,stats/pursuit/value,stats/pursuit/diff,stats/release/value,stats/release/diff,stats/runBlock/value,stats/runBlock/diff,stats/runBlockFinesse/value,stats/runBlockFinesse/diff,stats/runBlockPower/value,stats/runBlockPower/diff,stats/runningStyle/value,stats/runningStyle/diff,stats/shortRouteRunning/value,stats/shortRouteRunning/diff,stats/spectacularCatch/value,stats/spectacularCatch/diff,stats/speed/value,stats/speed/diff,stats/spinMove/value,stats/spinMove/diff,stats/stiffArm/value,stats/stiffArm/diff,stats/tackle/value,stats/tackle/diff,stats/throwAccuracyDeep/value,stats/throwAccuracyDeep/diff,stats/throwAccuracyMid/value,stats/throwAccuracyMid/diff,stats/throwAccuracyShort/value,stats/throwAccuracyShort/diff,stats/throwOnTheRun/value,stats/throwOnTheRun/diff,stats/throwPower/value,stats/throwPower/diff,stats/throwUnderPressure/value,stats/throwUnderPressure/diff,stats/toughness/value,stats/toughness/diff,stats/trucking/value,stats/trucking/diff,stats/zoneCoverage/value,stats/zoneCoverage/diff
Jonah,Williams,Arizona Cardinals,RT,Alabama,27,74,11/17/97,77,312,1,73,6,,,,,,,Agile - OT,Offense,71,0,66,0,70,0,89,0,85,0,87,0,30,0,30,0,12,0,15,0,43,0,20,0,34,0,54,0,5,0,38,0,44,0,82,0,88,0,28,0,16,0,14,0,10,0,83,0,15,0,5,0,74,0,77,0,79,0,75,0,6,0,29,0,31,0,10,0,42,0,35,0,76,0,76,0,76,0,Default Stride Awkward,0,15,0,25,0,69,0,15,0,33,0,39,0,6,0,6,0,6,0,6,0,30,0,6,0,87,0,35,0,20,0
Jordan,Morgan,Green Bay Packers,LT,Arizona,24,74,8/4/01,77,311,1,77,1,,,,,,,Agile - OT,Offense,80,0,62,0,70,0,86,0,87,0,77,0,19,0,31,0,13,0,18,0,40,0,15,0,27,0,56,0,9,0,21,0,37,0,85,0,88,0,21,0,12,0,19,0,10,0,83,0,16,0,13,0,74,0,80,0,78,0,82,0,9,0,29,0,25,0,10,0,22,0,15,0,76,0,78,0,74,0,Long Stride Awkward,0,15,0,15,0,71,0,15,0,27,0,35,0,11,0,15,0,21,0,8,0,23,0,7,0,83,0,29,0,18,0
Jordan,Meredith,Las Vegas Raiders,C,W. Kentucky,27,74,1/4/98,75,300,1,61,4,,,,,,,Power - C,Offense,74,0,70,0,78,0,78,0,83,0,77,0,16,0,26,0,12,0,12,0,26,0,21,0,24,0,56,0,5,0,10,0,40,0,85,0,91,0,14,0,9,0,11,0,10,0,84,0,12,0,5,0,74,0,79,0,77,0,81,0,6,0,10,0,10,0,10,0,28,0,10,0,78,0,80,0,76,0,Default Stride Awkward,0,12,0,19,0,68,0,12,0,23,0,37,0,6,0,6,0,6,0,6,0,22,0,10,0,82,0,25,0,12,0
Josh,Paschal,Detroit Lions,,Kentucky,25,74,12/17/99,75,278,1,93,3,,,,,,,Run Stopper - DE,,91,0,72,0,89,0,80,0,85,0,70,0,36,0,79,0,12,0,31,0,42,0,38,0,38,0,65,0,25,0,57,0,82,0,87,0,88,0,34,0,12,0,19,0,10,0,38,0,32,0,29,0,74,0,45,0,45,0,45,0,6,0,68,0,72,0,37,0,82,0,31,0,45,0,45,0,45,0,Default Stride Loose,0,33,0,36,0,80,0,28,0,42,0,82,0,6,0,6,0,6,0,6,0,20,0,10,0,94,0,43,0,41,0
Josh,Conerly Jr.,Washington Commanders,RT,Oregon,21,74,11/5/03,77,311,1,72,0,,,,,,,Agile - OT,Offense,80,0,70,0,83,0,87,0,82,0,73,0,24,0,35,0,11,0,15,0,31,0,18,0,30,0,59,0,10,0,26,0,28,0,82,0,89,0,10,0,17,0,26,0,10,0,84,0,13,0,11,0,74,0,81,0,82,0,79,0,6,0,22,0,24,0,24,0,28,0,17,0,77,0,79,0,76,0,Long Stride Awkward,0,16,0,17,0,71,0,10,0,27,0,26,0,6,0,6,0,6,0,11,0,21,0,30,0,88,0,26,0,15,0
Joshua,Uche,Philadelphia Eagles,,Michigan,26,74,9/18/98,75,245,1,0,5,,,,,,,Smaller Speed Rusher - DE,,91,0,83,0,84,0,81,0,73,0,63,0,44,0,70,0,16,0,27,0,44,0,26,0,48,0,74,0,5,0,78,1,79,0,79,0,84,0,43,0,12,0,18,0,10,0,14,0,47,0,10,0,74,0,45,0,45,0,45,0,5,0,61,0,68,1,43,0,79,0,16,0,45,0,45,0,45,0,Short Stride Loose,0,18,0,29,0,87,0,26,0,32,0,80,0,5,0,5,0,5,0,5,0,21,0,16,0,79,0,28,0,56,0
JT,Tuimoloau,Indianapolis Colts,,Ohio State,22,74,5/10/03,76,264,1,91,0,,,,,,,Power Rusher - DE,,87,0,77,0,87,0,86,0,82,0,75,0,41,0,81,0,13,0,27,0,50,0,49,0,57,0,71,0,7,0,69,0,79,0,82,0,92,0,38,0,16,0,18,0,25,0,23,0,44,0,13,0,74,0,45,0,45,0,45,0,6,0,75,0,76,0,36,0,83,0,15,0,45,0,45,0,45,0,Long Stride Loose,0,17,0,49,0,80,0,35,0,39,0,77,0,7,0,17,0,24,0,9,0,20,0,15,0,92,0,31,0,53,0
Juice,Scruggs,Houston Texans,LG,Penn State,25,74,1/19/00,75,308,1,70,2,,,,,,,Agile - G,Offense,74,0,60,0,78,0,84,0,87,0,75,0,10,0,46,0,16,0,15,0,31,0,15,0,36,0,58,0,5,0,39,0,52,0,85,0,85,0,10,0,24,0,28,0,10,0,81,0,10,0,7,0,74,0,78,0,77,0,79,0,6,0,45,0,51,0,10,0,47,0,14,0,76,0,80,0,72,0,Default Stride Awkward,0,15,0,15,0,65,0,10,0,30,0,48,0,6,0,6,0,6,0,6,0,17,0,15,0,88,0,25,0,10,0
Justin,Jones,Arizona Cardinals,DT,N.C. State,29,74,8/28/96,75,309,1,98,7,,,,,,,,Defense,73,0,61,0,72,0,80,0,84,0,85,0,25,0,77,0,12,0,18,0,27,0,22,0,25,0,54,0,3,0,65,0,78,0,83,0,85,0,25,0,12,0,17,0,45,0,31,0,21,0,7,0,74,0,45,0,45,0,45,0,6,0,83,0,73,0,10,0,79,0,15,0,45,0,45,0,45,0,Long Stride Loose,0,15,0,17,0,72,0,21,0,36,0,79,0,6,0,6,0,6,0,6,0,23,0,17,0,84,0,34,0,28,0
Juwan,Johnson,New Orleans Saints,TE,Oregon,28,74,9/13/96,76,231,1,83,5,,,,,,,Vertical Threat - TE,Offense,87,0,83,0,85,0,85,0,69,0,71,1,80,0,36,0,26,0,75,0,76,0,82,-1,83,1,77,0,61,0,14,0,37,0,54,0,88,0,76,0,25,0,29,0,45,0,31,0,19,0,65,0,74,0,58,0,53,0,56,0,26,0,23,0,17,0,21,0,38,0,69,0,62,0,53,0,58,0,Long Stride Default,0,70,0,86,0,87,0,71,0,59,0,34,0,20,0,25,0,30,0,24,0,36,0,22,0,82,0,50,0,27,0
Kaiir,Elam,Dallas Cowboys,CB,Florida,24,74,5/5/01,73,191,1,20,3,,,,,,,Zone - CB,Defense,90,0,85,0,89,0,88,0,60,0,73,0,63,0,45,0,23,0,51,0,56,0,57,0,76,0,86,0,28,0,39,0,52,0,48,0,85,0,73,0,17,0,17,0,55,0,19,0,70,0,31,0,74,0,35,0,35,0,35,0,6,0,71,0,31,0,75,0,64,0,37,0,35,0,35,0,35,0,Long Stride Loose,0,35,0,65,0,93,0,64,0,48,0,63,0,17,0,20,0,24,0,21,0,27,0,14,0,71,0,49,0,76,0
Keaton,Mitchell,Baltimore Ravens,HB,East Carolina,23,74,1/17/02,68,186,1,34,2,,,,,,,Elusive Back - HB,Offense,95,0,82,0,90,0,86,0,60,0,71,0,79,0,23,0,26,0,78,0,86,0,64,0,71,0,83,0,54,0,22,0,26,0,35,0,85,0,84,0,10,0,10,0,65,0,29,0,25,0,53,0,74,0,46,0,41,0,37,0,15,0,20,0,15,0,22,0,33,0,42,0,40,0,40,0,40,0,Short Stride Loose,0,62,0,61,0,94,0,79,0,56,0,27,0,20,0,24,0,25,0,25,0,27,0,11,0,79,0,48,0,32,0
Kelee,Ringo,Philadelphia Eagles,CB,Georgia,23,74,6/27/02,74,207,1,7,2,,,,,,,Zone - CB,Defense,95,0,84,0,81,0,88,0,58,0,70,0,70,0,44,0,16,0,63,0,62,0,58,0,71,0,83,0,41,0,44,0,64,0,47,0,92,0,68,0,22,0,19,0,54,0,15,0,68,0,35,0,74,0,35,0,35,0,35,0,6,0,68,0,35,0,75,0,67,0,49,0,35,0,35,0,35,0,Long Stride Loose,0,45,0,66,0,94,0,64,0,52,0,59,0,6,0,6,0,6,0,6,0,35,0,15,0,78,0,51,0,75,0
Kris,Jenkins Jr,Cincinnati Bengals,DT,Michigan,23,74,10/10/01,75,310,1,90,1,,,,,,,,Defense,80,0,67,0,74,0,83,0,87,0,68,0,40,0,78,0,13,0,35,0,44,0,35,0,46,0,55,0,3,0,66,0,82,0,86,0,90,0,38,0,23,0,24,0,10,0,20,0,24,0,5,0,74,0,40,0,40,0,40,0,6,0,71,0,72,0,20,0,78,0,12,0,45,0,45,0,45,0,Default Stride Awkward,0,10,0,38,0,75,0,30,0,47,0,83,0,7,0,10,0,13,0,6,0,22,0,15,0,90,0,50,0,28,0
Levi,Onwuzurike,Detroit Lions,DT,Washington,27,74,3/2/98,75,293,1,78,4,,,,,,,,Defense,82,0,74,0,74,0,78,0,87,0,74,0,41,0,76,0,12,0,21,0,32,0,20,0,28,0,64,0,4,0,76,0,79,0,83,0,83,0,29,0,10,0,15,0,40,0,17,0,21,0,8,0,74,0,45,0,45,0,45,0,6,0,72,0,68,0,19,0,77,0,13,0,45,0,45,0,45,0,Long Stride Loose,0,15,0,16,0,79,0,23,0,30,0,83,0,6,0,6,0,6,0,6,0,25,0,14,0,89,0,29,0,30,0
Lucas,Patrick,Cincinnati Bengals,RG,Duke,32,74,7/30/93,75,313,1,62,9,,,,,,,Agile - G,Offense,81,0,59,0,72,0,87,0,84,0,82,0,18,0,20,0,12,0,8,0,26,0,20,0,24,0,51,0,5,0,10,0,35,0,80,0,88,0,17,0,21,0,16,0,14,0,82,0,12,0,5,0,74,0,76,0,77,0,75,0,6,0,14,0,10,0,10,0,23,0,12,0,77,0,79,0,75,0,Default Stride Awkward,0,13,0,16,0,70,0,12,0,29,0,34,0,6,0,6,0,6,0,6,0,21,0,13,0,86,0,31,0,12,0
Lukas,Van Ness,Green Bay Packers,,Iowa,24,74,7/6/01,77,272,1,90,2,,,,,,,Power Rusher - DE,,91,0,83,0,76,0,76,0,81,0,72,0,35,0,77,0,21,0,23,0,44,0,35,0,42,0,73,0,5,0,61,0,88,0,78,0,91,0,41,0,21,0,23,0,10,0,25,0,35,0,6,0,74,0,35,0,35,0,35,0,12,0,68,0,74,0,28,0,83,0,17,0,40,0,40,0,40,0,Default Stride Loose,0,13,0,35,0,86,0,33,0,50,0,79,0,16,0,20,0,25,0,10,0,31,0,12,0,90,0,45,0,41,0
Mack,Hollins,New England Patriots,WR,North Carolina,31,74,9/16/93,76,221,0,13,8,,,,,,,Deep Threat - WR,Offense,88,0,82,0,85,0,88,0,73,0,76,0,76,0,49,0,22,0,71,0,74,0,85,0,86,0,73,0,76,0,10,0,59,0,62,0,93,0,73,0,12,0,17,0,50,0,43,0,11,0,77,0,74,0,55,0,19,0,20,0,10,0,20,0,10,0,10,0,68,0,76,0,61,0,32,0,39,0,Long Stride Default,0,77,0,85,0,91,0,66,0,73,0,51,0,15,0,20,0,25,0,23,0,27,0,22,0,87,0,59,0,22,0
Malik,Mustapha,San Francisco 49ers,FS,Wake Forest,23,74,6/25/02,70,206,1,6,1,,,,,,,Run Support - S,Defense,91,0,84,0,95,0,83,0,66,0,71,0,69,0,56,0,10,0,63,0,59,0,64,0,66,0,82,0,27,0,32,0,89,0,53,0,89,0,73,0,16,0,19,0,60,0,22,0,67,0,30,0,74,0,33,0,32,0,30,0,15,0,70,0,27,0,65,0,83,0,34,0,35,0,35,0,35,0,Default Stride Loose,0,33,0,59,0,88,0,69,0,42,0,71,0,10,0,10,0,15,0,15,0,23,0,11,0,89,0,39,0,72,0
Marcus,Davenport,Detroit Lions,,UTSA,28,74,9/4/96,78,285,1,92,7,,,,,,,Power Rusher - DE,,86,0,75,0,81,0,77,0,82,0,76,0,26,0,78,0,12,0,30,0,31,0,18,0,24,0,67,0,5,0,67,0,78,0,83,0,84,0,36,0,16,0,18,0,10,0,16,0,34,0,8,0,74,0,45,0,45,0,45,0,6,0,73,0,76,0,26,0,82,0,12,0,45,0,45,0,45,0,Long Stride Default,0,10,0,15,0,84,0,28,0,37,0,79,0,6,0,6,0,6,0,6,0,23,0,17,0,81,0,28,0,42,0
Mason,McCormick,Pittsburgh Steelers,RG,S. Dakota St.,25,74,5/25/00,77,315,1,66,1,,,,,,,Power - G,Offense,79,0,61,0,85,0,79,0,90,0,74,0,24,0,35,0,12,0,10,0,20,0,15,0,26,0,61,0,5,0,20,0,35,0,84,0,90,0,30,0,19,0,19,0,10,0,79,0,10,0,7,0,74,0,76,0,73,0,78,0,8,0,24,0,30,0,10,0,32,0,11,0,75,0,74,0,76,0,Default Stride Awkward,0,10,0,15,0,70,0,25,0,36,0,37,0,6,0,7,0,9,0,6,0,28,0,12,0,87,0,33,0,10,0
Matt,Gay,Washington Commanders,K,Utah,31,74,3/15/94,72,232,1,16,6,,,,,,,Power - KP,Special Teams,69,0,58,0,68,0,87,0,41,0,58,0,10,0,13,0,21,0,16,0,40,0,15,0,30,0,51,0,15,0,10,0,12,0,21,0,86,0,10,0,79,0,96,0,10,0,16,0,12,0,15,0,74,0,16,0,16,0,16,0,20,0,10,0,10,0,10,0,15,0,15,0,21,0,17,0,17,0,Default Stride Awkward,0,15,0,15,0,74,0,10,0,10,0,13,0,25,0,30,0,35,0,20,0,27,0,24,0,60,0,10,0,12,0
Max,Melton,Arizona Cardinals,CB,Rutgers,23,74,4/15/02,71,187,1,16,1,,,,,,,Manto Man - CB,Defense,94,0,85,0,94,0,88,0,60,0,69,0,68,0,45,0,10,0,65,0,55,0,65,0,77,0,85,0,10,0,37,0,73,0,52,0,92,0,74,0,12,0,15,0,65,0,21,0,73,0,15,0,74,0,25,0,19,0,16,0,6,0,72,0,33,0,74,0,75,0,35,0,35,0,21,0,21,0,Default Stride Loose,0,25,0,67,0,93,0,70,0,40,0,52,0,15,0,21,0,22,0,9,0,21,0,8,0,83,0,30,0,74,0
Michael,Penix Jr,Atlanta Falcons,QB,Washington,25,74,5/8/00,74,216,0,9,1,,,,,,,Field General - QB,Offense,89,0,78,0,86,0,89,0,57,0,75,0,72,5,18,0,73,0,50,4,67,0,15,0,30,0,73,0,12,0,10,0,12,0,12,0,83,0,58,0,21,0,22,0,10,0,10,0,12,0,14,0,74,0,15,0,15,0,15,0,83,0,17,0,10,0,10,0,28,0,15,0,12,0,12,0,12,0,Default Stride Loose,0,15,0,15,0,84,0,54,0,39,0,18,0,82,0,78,0,88,0,74,0,92,0,74,0,81,0,29,0,15,0
Mike,Hughes,Atlanta Falcons,CB,UCF,28,74,2/11/97,70,189,1,21,7,,,,,,,Zone - CB,Defense,90,0,90,0,85,0,88,0,66,0,77,0,73,0,47,0,17,0,63,0,72,0,69,0,76,0,87,0,26,0,31,0,69,0,57,0,85,0,81,0,24,0,22,0,82,0,15,0,72,0,30,0,74,0,35,0,35,0,35,0,6,0,77,0,23,0,82,0,72,0,24,0,35,0,35,0,35,0,Short Stride Default,0,35,0,74,0,88,0,73,0,41,0,55,0,6,0,6,0,6,0,6,0,23,0,18,0,84,0,44,0,76,0
Miles,Sanders,Dallas Cowboys,HB,Penn State,28,74,5/1/97,71,210,1,24,6,,,,,,,Elusive Back - HB,Offense,91,0,87,0,86,0,88,0,69,0,76,3,80,0,26,0,23,0,76,0,85,-3,54,0,66,0,86,0,52,0,10,0,22,0,46,0,85,0,83,0,12,0,16,0,77,0,34,0,12,0,59,0,74,0,52,0,27,0,30,0,16,0,19,0,10,0,15,0,36,0,59,0,36,0,25,0,26,0,Default,0,64,0,56,0,90,0,76,0,75,0,33,0,19,0,27,0,31,0,21,0,29,0,18,0,84,0,74,0,18,0
Nate,Landman,Los Angeles Rams,,Colorado,26,74,11/19/98,75,235,1,53,3,,,,,,,Run Stopper - MLB,,86,0,79,0,87,0,87,0,75,0,77,0,53,0,76,0,34,0,45,0,58,0,47,0,55,0,72,0,39,0,40,0,88,0,88,0,84,0,50,0,13,0,12,0,10,0,35,0,55,0,42,0,74,0,45,0,45,0,45,0,25,0,79,0,45,0,54,0,85,0,44,0,45,0,45,0,45,0,Default,0,45,0,47,0,79,0,46,0,45,0,83,0,35,0,40,0,42,0,33,0,42,0,21,0,92,0,49,0,57,0
Nathan,Shepherd,New Orleans Saints,DT,Fort Hays State,31,74,10/9/93,76,315,1,93,7,,,,,,,,Defense,73,0,70,0,76,0,77,0,90,0,75,0,33,0,74,0,12,0,24,0,36,0,28,0,33,0,60,0,3,0,76,0,78,0,86,0,90,0,34,0,12,0,16,0,10,0,18,0,21,0,5,0,74,0,45,0,45,0,45,0,6,0,77,0,68,0,13,0,75,0,12,0,45,0,45,0,45,0,Long Stride Loose,0,10,0,27,0,73,0,34,0,46,0,82,0,6,0,6,0,6,0,6,0,30,0,17,0,89,0,49,0,27,0
Nic,Scourton,Carolina Panthers,,Texas AM,21,74,8/25/04,75,257,1,11,0,,,,,,,Smaller Speed Rusher - DE,,90,0,81,0,84,0,81,0,83,0,74,0,35,0,74,0,19,0,29,0,39,0,20,0,33,0,73,0,7,0,76,0,76,0,83,0,89,0,41,0,23,0,26,0,33,0,25,0,42,0,8,0,74,0,45,0,45,0,45,0,25,0,73,0,72,0,29,0,81,0,13,0,45,0,45,0,45,0,Long Stride Loose,0,15,0,22,0,82,0,37,0,41,0,75,0,9,0,10,0,15,0,9,0,28,0,32,0,86,0,33,0,49,0
Nick,Emmanwori,Seattle Seahawks,SS,South Carolina,21,74,2/7/04,75,220,1,3,0,,,,,,,Zone - S,Defense,93,0,83,0,96,0,92,0,70,0,74,0,70,0,57,0,15,0,59,0,65,0,60,0,74,0,81,0,30,0,38,0,82,0,61,0,91,0,70,0,18,0,21,0,43,0,25,0,65,0,34,0,74,0,35,0,35,0,35,0,6,0,69,0,38,0,74,0,79,0,37,0,35,0,35,0,35,0,Default Stride Loose,0,39,0,65,0,93,0,62,0,48,0,70,0,6,0,6,0,6,0,6,0,25,0,12,0,91,0,51,0,69,0
Nick,Herbig,Pittsburgh Steelers,,Wisconsin,23,74,11/21/01,74,240,1,51,2,,,,,,,Power Rusher - DE,,90,0,77,0,82,0,78,0,74,0,77,0,45,0,72,0,17,0,30,0,42,0,35,0,43,0,76,0,11,0,72,0,81,0,67,0,92,0,50,0,17,0,20,0,10,0,35,0,48,0,16,0,74,0,35,0,35,0,35,0,7,0,74,0,79,0,37,0,81,0,21,0,40,0,40,0,40,0,Default Stride High and Tight,0,22,0,41,0,84,0,45,0,33,0,76,0,6,0,8,0,10,0,8,0,25,0,13,0,87,0,40,0,62,0
Nick,Allegretti,Washington Commanders,RG,Illinois,29,74,4/21/96,76,310,1,67,6,,,,,,,Pass Protector - G,Offense,68,0,64,0,73,0,82,0,83,0,87,0,14,0,31,0,12,0,6,0,40,0,10,0,42,0,55,0,5,0,17,0,35,0,82,0,91,0,12,0,17,0,22,0,14,0,80,0,12,0,5,0,74,0,79,0,75,0,81,0,6,0,27,0,22,0,10,0,35,0,12,0,76,0,79,0,73,0,Default Stride Awkward,0,19,0,12,0,67,0,11,0,38,0,41,0,6,0,6,0,6,0,6,0,23,0,12,0,86,0,25,0,12,0
Oluwafemi,Oladejo,Tennessee Titans,,UCLA,21,74,9/20/03,75,261,1,7,0,,,,,,,Smaller Speed Rusher - DE,,87,0,83,0,86,0,83,0,81,0,72,0,40,0,75,0,13,0,32,0,51,0,47,0,55,0,74,0,5,0,73,0,81,0,81,0,90,0,37,0,24,0,27,0,28,0,23,0,49,0,10,0,74,0,45,0,45,0,45,0,6,0,72,0,74,0,41,0,80,0,16,0,45,0,45,0,45,0,Long Stride Loose,0,17,0,47,0,85,0,31,0,38,0,80,0,10,0,15,0,20,0,10,0,26,0,15,0,90,0,32,0,57,0
Patrick,Paul,Miami Dolphins,LT,Houston,23,74,11/1/01,80,331,1,52,1,,,,,,,Power - OT,Offense,73,0,63,0,72,0,88,0,90,0,73,2,30,0,41,0,11,0,20,0,35,0,31,0,33,0,57,0,11,0,35,0,44,0,85,0,93,0,22,0,21,0,25,0,10,0,81,0,14,0,21,0,74,2,77,2,74,2,80,1,5,0,20,0,33,0,11,0,32,0,25,0,78,2,78,2,76,2,Long Stride Awkward,0,23,0,38,0,68,0,21,0,39,0,44,0,11,0,11,0,14,0,5,0,32,0,5,0,85,0,40,0,11,0
Quinshon,Judkins,Cleveland Browns,HB,Ohio State,21,74,10/29/03,72,221,1,10,0,,,,,,,Elusive Back - HB,Offense,91,0,85,0,91,0,91,0,77,0,74,0,79,0,36,0,20,0,80,0,93,0,50,0,71,0,82,0,47,0,28,0,36,0,43,0,91,0,81,0,22,0,22,0,45,0,37,0,25,0,49,0,74,0,52,0,38,0,40,0,19,0,35,0,27,0,25,0,40,0,52,0,39,0,29,0,31,0,Default,0,57,0,47,0,90,0,74,0,79,0,39,0,14,0,27,0,27,0,7,0,29,0,24,0,92,0,84,0,35,0
Ray,Davis,Buffalo Bills,HB,Kentucky,25,74,11/11/99,69,220,1,22,1,,,,,,,Elusive Back - HB,Offense,88,0,86,0,84,0,88,0,78,0,72,0,82,0,30,0,34,0,83,0,93,0,52,0,71,0,85,0,54,0,10,0,30,0,35,0,87,0,82,0,55,0,58,0,69,0,30,0,12,0,61,0,74,0,49,0,27,0,33,0,25,0,19,0,10,0,15,0,36,0,55,0,36,0,28,0,33,0,Default,0,66,0,56,0,88,0,75,0,75,0,33,0,20,0,26,0,32,0,31,0,40,0,27,0,85,0,81,0,12,0
RJ,Harvey,Denver Broncos,HB,UCF,24,74,2/4/01,68,205,1,12,0,,,,,,,Elusive Back - HB,Offense,94,0,84,0,88,0,88,0,73,0,65,0,84,0,35,0,49,0,79,0,87,0,62,0,68,0,80,0,50,0,29,0,34,0,36,0,85,0,85,0,26,0,21,0,79,0,32,0,26,0,53,0,74,0,44,0,38,0,39,0,45,0,36,0,27,0,25,0,42,0,57,0,37,0,25,0,28,0,Default,0,60,0,59,0,92,0,80,0,78,0,39,0,48,0,50,0,54,0,54,0,68,0,43,0,81,0,81,0,28,0
Roger,Rosengarten,Baltimore Ravens,RT,Washington,23,74,6/3/02,78,300,1,70,1,,,,,,,Agile - OT,Offense,77,0,69,0,74,0,87,0,82,0,76,0,10,0,28,0,12,0,25,0,32,0,11,0,12,0,61,0,8,0,10,0,29,0,85,0,92,0,33,0,11,0,16,0,10,0,82,0,15,0,10,0,74,0,79,0,81,0,77,0,5,0,22,0,10,0,10,0,33,0,12,0,77,0,79,0,78,0,Long Stride Awkward,0,10,0,14,0,75,0,32,0,15,0,28,0,5,0,6,0,9,0,5,0,17,0,8,0,79,0,25,0,10,0
Ross,Matiscik,Jacksonville Jaguars,LS,Baylor,28,74,9/13/96,72,240,1,46,5,,,,,,,Power - LS,Special Teams,67,0,68,0,71,0,79,0,73,0,66,0,17,0,62,0,10,0,15,0,60,0,45,0,55,0,59,0,38,0,47,0,73,0,70,0,92,0,20,0,36,0,22,0,10,0,40,0,47,0,42,0,74,0,55,0,40,0,47,0,11,0,56,0,52,0,30,0,72,0,40,0,47,0,35,0,40,0,Default Stride Loose,0,46,0,49,0,71,0,10,0,10,0,62,0,11,0,11,0,11,0,11,0,33,0,12,0,84,0,35,0,50,0
Russell,Wilson,NY Giants,QB,Wisconsin,36,74,11/29/88,71,215,1,3,13,,,,,,,Scrambler - QB,Offense,84,0,87,0,82,0,94,0,59,0,68,-5,84,-1,16,0,84,0,68,0,67,0,35,0,68,0,86,0,11,0,10,0,12,0,37,0,97,0,75,0,19,0,10,0,10,0,37,0,15,0,21,0,74,-2,10,0,10,0,10,0,85,0,26,0,10,0,10,0,47,0,25,0,45,0,35,0,38,0,Default,0,31,0,42,0,84,0,75,0,66,0,26,0,85,-2,80,-2,87,0,83,0,90,0,81,0,98,0,38,0,14,0
Shavon,Revel Jr.,Dallas Cowboys,CB,East Carolina,24,74,4/8/01,74,202,1,34,0,,,,,,,Manto Man - CB,Defense,94,0,90,0,91,0,82,0,66,0,62,0,77,0,56,0,13,0,49,0,58,0,67,0,72,0,88,0,19,0,34,0,70,0,59,0,80,0,78,0,24,0,25,0,77,0,23,0,76,0,22,0,74,0,35,0,35,0,25,0,6,0,63,0,33,0,77,0,78,0,26,0,35,0,35,0,25,0,Long Stride Bread Loaf,0,25,0,71,0,93,0,70,0,40,0,66,0,6,0,6,0,6,0,6,0,29,0,10,0,77,0,34,0,72,0
Theo,Johnson,NY Giants,TE,Penn State,24,74,2/26/01,78,264,1,84,1,,,,,,,Vertical Threat - TE,Offense,90,0,79,0,90,0,84,0,75,0,74,0,75,0,27,0,22,0,67,0,76,0,81,0,79,0,76,0,59,0,20,0,15,0,65,0,90,0,69,0,12,0,18,0,6,0,59,0,12,0,65,0,74,0,59,0,57,0,58,0,6,0,15,0,20,0,10,0,31,0,70,0,62,0,60,0,59,0,Long Stride Loose,0,67,0,78,0,87,0,61,0,67,0,31,0,10,0,15,0,27,0,14,0,29,0,13,0,89,0,69,0,14,0
Tre,Tucker,Las Vegas Raiders,WR,Cincinnati,24,74,3/8/01,69,185,1,1,2,,,,,,,,Offense,93,0,85,0,87,0,86,0,53,0,71,0,85,0,23,0,22,0,76,0,71,0,76,0,85,0,82,0,78,0,10,0,16,0,37,0,88,0,81,0,22,0,23,0,80,0,15,0,10,0,76,0,74,0,26,0,15,0,15,0,13,0,19,0,10,0,16,0,25,0,58,0,54,0,27,0,20,0,Short Stride Default,0,75,0,79,0,95,0,73,0,39,0,24,0,11,0,15,0,17,0,18,0,26,0,17,0,84,0,36,0,10,0
